;18.02.2022 18:03:56;18.02.2022 16:05:10;18.02.2022 14:06:03;18.02.2022 12:07:28;18.02.2022 10:01:03;18.02.2022 08:02:26;18.02.2022 06:04:18;18.02.2022 04:05:35;18.02.2022 02:06:47;18.02.2022 00:00:15;17.02.2022 22:01:09;17.02.2022 20:02:58;17.02.2022 18:04:51;17.02.2022 16:05:41;17.02.2022 14:07:28;17.02.2022 12:00:22;17.02.2022 10:01:14;17.02.2022 08:02:01;17.02.2022 06:03:40;17.02.2022 04:05:04;17.02.2022 02:05:57;17.02.2022 00:07:12;16.02.2022 22:00:37;16.02.2022 20:02:05;16.02.2022 18:03:00;16.02.2022 16:04:04;16.02.2022 14:06:05;16.02.2022 12:00:17;16.02.2022 10:02:02;16.02.2022 08:03:11;16.02.2022 06:04:53;16.02.2022 04:06:09;16.02.2022 02:07:30;16.02.2022 00:00:35;15.02.2022 22:01:45;15.02.2022 20:03:36
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
DAO Maker;1,873188;1,906637;1,905613;1,940579;1,908544;1,900356;1,879828;1,94603;1,953121;1,953979;1,983773;1,988321;2,02538;1,987799;2,020006;1,992809;1,995942;2,104528;2,06321;2,084485;2,12398;2,102162;2,103908;2,031463;2,014848;1,972615;2,010841;2,005047;1,959947;1,950455;1,934988;1,956888;1,953452;1,967449;1,939662;1,98315
Hathor;0,586313;0,634968;0,653145;0,665218;0,664048;0,672901;0,666161;0,677963;0,672931;0,675375;0,661947;0,675145;0,671281;0,667232;0,682947;0,673582;0,681829;0,693397;0,678566;0,691727;0,684633;0,658934;0,658433;0,643955;0,626665;0,628077;0,667571;0,662401;0,667812;0,659517;0,652358;0,659784;0,670341;0,6663;0,665721;0,668388
Chia Network;64,494;65,1443;65,3446;66,5859;66,388;66,3545;66,0869;66,8922;65,0379;64,9449;65,3463;65,2994;67,7173;68,1862;69,2189;69,1261;69,6385;70,2155;69,9733;69,9915;69,91;69,9387;70,0814;70,368;70,2458;69,1058;69,9249;70,0362;70,2549;70,288;70,0184;70,1848;70,2704;70,2057;70,0989;70,3006
RMRK;15,7068;15,8128;16,5335;16,7568;17,1619;16,9898;16,671;17,1402;16,515;16,651;16,5223;16,803;17,4441;17,022;18,1646;18,2218;18,3515;18,8767;18,5767;18,8212;18,7709;18,6741;18,8946;17,9425;17,6228;17,594;18,158;18,2641;18,4173;18,6405;17,884;18,2592;18,8047;18,1483;18,2985;18,0892
TitanSwap;1,362979;1,083556;1,056636;1,101392;1,084024;1,112668;1,102582;1,065729;1,024472;1,049423;1,020291;1,005449;1,105154;1,137609;1,106315;1,171244;1,180328;1,142226;1,143644;1,152145;1,1275;1,127729;1,103445;1,136767;1,085968;1,104903;1,141253;1,10194;1,13868;1,118247;1,105202;1,134956;1,118616;1,120711;1,106346;1,106093
ASD;0,21693848;0,21659464;0,21642272;0,21659896;0,216128;0,21620168;0,21629992;0,21947044;0,21949536;0,2183999;0,21870264;0,21867781;0,22015;0,22023687;0,22128228;0,22056525;0,22081575;0,22041313;0,2206;0,22119425;0,2211188;0,22196056;0,22173424;0,22130736;0,22059093;0,2218608;0,22226344;0,22206152;0,22178388;0,2233335;0,22271776;0,22269252;0,22221342;0,222012;0,22290517;0,22285455
Conflux;0,10265108;0,10388782;0,10468656;0,10626066;0,107184;0,10678039;0,10541979;0,10594821;0,10551984;0,1059843;0,1078735;0,10885452;0,11262874;0,11025063;0,11328174;0,11367255;0,11522512;0,11731434;0,11744744;0,1153904;0,11710944;0,11889488;0,11851616;0,11320452;0,11253921;0,11198688;0,11457907;0,11472592;0,11627847;0,1151467;0,1142708;0,114699;0,11560032;0,1150586;0,11510749;0,1153455
Ergo;2,731473;2,709197;2,723789;2,858613;2,85296;2,84689;2,849064;2,827928;2,828249;2,815676;2,821442;2,827928;2,866353;2,924153;2,946029;2,946153;2,954242;2,962385;2,973688;2,986782;2,971696;2,981166;2,984884;2,956336;2,953824;2,944938;2,976766;3,029151;3,029758;3,040331;3,060163;3,075698;3,098829;3,167195;3,152906;3,11609
Divi;0,06884336;0,06993467;0,06914776;0,06887459;0,0691504;0,06942046;0,06916137;0,06923183;0,06916922;0,06870919;0,06832366;0,06812215;0,06881008;0,06971083;0,07019595;0,07050163;0,07076603;0,07128763;0,07067142;0,0712395;0,07070526;0,07031682;0,06796216;0,06779077;0,06759392;0,06856555;0,06860653;0,06928425;0,07059476;0,07028618;0,07068024;0,07028402;0,06969501;0,0690704;0,06909972;0,06964755
AllianceBlock;0,2720564;0,27392696;0,27977219;0,28388739;0,2841872;0,28037555;0,28039727;0,27976316;0,27622769;0,27579705;0,27742422;0,2774205;0,28178319;0,28209532;0,2834156;0,29083795;0,29713602;0,29955387;0,29919537;0,29717425;0,29411878;0,28848717;0,29280877;0,28749726;0,28829286;0,2909722;0,3001349;0,30643434;0,29755418;0,28900324;0,29013312;0,29057668;0,29117712;0,29688819;0,29278871;0,2921411
Bonfida;1,81097;1,850226;1,880481;1,913749;1,89728;1,867997;1,865323;1,868845;1,855846;1,857148;1,8792;1,881175;1,929395;1,922115;1,958445;1,962635;1,999469;2,007829;2,018049;2,050114;2,070516;2,068349;2,078429;2,041552;2,056093;2,04693;2,091662;2,10976;2,116391;2,132901;2,112466;2,14046;2,167506;2,159331;2,13834;2,141376
RSK Infrastructure Framework;0,12994814;0,1296393;0,13182752;0,13436775;0,134024;0,13354151;0,13369026;0,13492324;0,13458624;0,1360264;0,13481986;0,13703692;0,14124824;0,14109613;0,14532102;0,14519445;0,14599296;0,14798706;0,1482432;0,14714035;0,14761768;0,1477392;0,1463868;0,14416644;0,14456757;0,1443856;0,14575585;0,14569488;0,14686419;0,1455412;0,14506656;0,14566773;0,14652693;0,1464222;0,14557971;0,14607495
MXC;0,08153301;0,08011444;0,08004733;0,08104308;0,08136392;0,08059851;0,08017981;0,0810015;0,08048574;0,08302896;0,0833642;0,08344721;0,08196625;0,07992422;0,08038867;0,08068726;0,08394172;0,08273821;0,08260764;0,08253492;0,08227993;0,08352102;0,08269931;0,08227778;0,08165472;0,07913475;0,07895724;0,07829868;0,07962955;0,07946708;0,07951836;0,0796664;0,07962236;0,07976045;0,0800662;0,08159241
Avalaunch;5,4441;5,375;5,3511;5,3924;5,5253;5,4435;5,3568;5,2875;5,2455;5,3378;5,2092;5,2891;5,4494;5,4814;5,5555;5,5823;5,6286;5,7295;5,6643;5,7983;5,8578;5,7766;5,729;5,5132;5,5334;5,5474;5,6984;5,6911;5,8289;5,989;5,9445;5,9837;5,8441;5,819;5,7803;5,6746
Electroneum;0,00602276;0,00608679;0,00611985;0,00613914;0,0060911;0,00613314;0,00612791;0,00614729;0,00609443;0,00613246;0,00624557;0,00587964;0,0062623;0,0061758;0,0062055;0,00616623;0,00619738;0,0061802;0,0062413;0,0062375;0,00622676;0,00622395;0,00628013;0,00617022;0,0061593;0,00619044;0,00626627;0,0062977;0,00625424;0,00635589;0,00635752;0,00634091;0,00632313;0,00630796;0,00630229;0,00629549
Aurory;7,6317;7,669;7,7035;7,7475;7,7396;7,7493;7,7528;7,7343;7,7537;7,7396;7,7422;8,0866;8,1138;8,1229;8,0802;8,1209;8,1292;8,1142;8,1013;8,1002;8,1001;8,1441;8,1423;8,1249;8,0916;8,1411;8,1148;8,0942;8,1395;8,1748;8,1569;8,1639;8,1801;8,1713;8,1403;8,1129
Oxygen;0,45;0,467;0,469;0,475;0,478;0,477;0,469;0,471;0,471;0,469;0,469;0,475;0,48;0,486;0,491;0,492;0,499;0,495;0,495;0,5;0,515;0,515;0,513;0,5;0,499;0,504;0,516;0,515;0,519;0,515;0,516;0,525;0,528;0,517;0,52;0,52
XCAD Network;3,719467;3,838734;3,858334;3,872434;3,797904;3,748758;3,794584;3,825673;3,822672;3,857458;3,908719;3,915856;4,054811;4,042787;4,201723;4,149532;4,172348;4,183741;4,250786;4,311133;4,29709;4,265178;4,32839;4,295263;4,249389;4,26457;4,322211;4,325009;4,314872;4,301306;4,21496;4,281096;4,325937;4,329586;4,246647;4,128224
CUDOS;0,02411682;0,02450196;0,0248234;0,02484984;0,0247544;0,02486848;0,02460676;0,02484455;0,02459194;0,02462395;0,02556082;0,02565479;0,02673502;0,02841311;0,02899379;0,02903009;0,02921622;0,02899806;0,02907508;0,02923458;0,02931253;0,02924005;0,02947958;0,02877172;0,02864629;0,02845453;0,02871963;0,02981642;0,02977914;0,02975137;0,0295604;0,02947764;0,0291556;0,02929325;0,02909833;0,02984014
Solanium;0,962023;0,978909;0,979013;0,988594;0,98384;0,980654;0,980219;0,977577;0,972403;0,976148;0,970421;0,991668;1,006526;1,015258;1,01223;1,00465;1,019896;1,03024;1,028878;1,031654;1,037456;1,052642;1,049765;1,025614;1,022444;1,045915;1,059362;1,058399;1,073137;1,065129;1,057115;1,080817;1,081991;1,109179;1,071812;1,071568
AIOZ Network;0,15669742;0,1578601;0,15747044;0,15923284;0,157872;0,1558131;0,15694074;0,1550032;0,15748704;0,1599015;0,15991696;0,15843793;0,16035726;0,16101351;0,16204482;0,16051515;0,1627249;0,16233546;0,16386168;0,16613755;0,1683668;0,1692845;0,16871848;0,16202232;0,16251753;0,16164144;0,16608116;0,16461058;0,16405329;0,1659804;0,17021496;0,16975452;0,1691712;0,1708259;0,1726172;0,17513145
Boson Protocol;0,778982;0,807556;0,810704;0,832117;0,82808;0,810404;0,797386;0,797122;0,795539;0,801446;0,809183;0,80311;0,831639;0,820667;0,839095;0,859466;0,862724;0,86623;0,870664;0,901839;0,880958;0,891008;0,860737;0,839314;0,828602;0,814458;0,857;0,855342;0,879403;0,861266;0,85884;0,867919;0,861011;0,880912;0,869867;0,872575
Aleph.im;0,39266158;0,39597222;0,4053194;0,40779116;0,40916832;0,40782891;0,42499764;0,42392847;0,42092815;0,42749115;0,42929338;0,43312298;0,43503137;0,43687363;0,43972768;0,43949277;0,44368283;0,44532823;0,44391514;0,44176493;0,44161425;0,44056533;0,44239058;0,44111764;0,44326282;0,44324178;0,44214927;0,44103142;0,44035351;0,44361257;0,44724885;0,44620911;0,44558372;0,43883667;0,43068168;0,42833948
ThunderCore;0,0067069;0,00674565;0,00692535;0,00703109;0,00700128;0,00699574;0,00694872;0,00691614;0,00687376;0,00687797;0,00707899;0,00709228;0,00720507;0,00719229;0,00726517;0,00723771;0,00732615;0,00737472;0,00733539;0,00747399;0,00749166;0,00746523;0,0075154;0,0074291;0,00740876;0,00736895;0,00750976;0,00748974;0,00751201;0,0074885;0,00748099;0,00764248;0,00763737;0,00757043;0,00756169;0,00758463
Shiden Network;0,866;0,912;0,927;0,988;0,957;0,976;0,947;0,88;0,875;0,823;0,812;0,83;0,885;0,933;0,915;0,862;0,831;0,829;0,834;0,836;0,836;0,837;0,835;0,837;0,84;0,833;0,834;0,827;0,831;0,844;0,833;0,838;0,853;0,849;0,849;0,837
Karura;1,388;1,352;1,376;1,399;1,379;1,372;1,367;1,369;1,352;1,452;1,369;1,37;1,37;1,431;1,484;1,491;1,49;1,521;1,497;1,511;1,492;1,497;1,529;1,495;1,49;1,506;1,518;1,506;1,509;1,51;1,53;1,53;1,527;1,512;1,551;1,578
Elastos;3,652241;3,677058;3,711086;3,804933;3,776696;3,69726;3,73364;3,674192;3,678397;3,7039;3,697686;3,727563;3,837038;3,860711;3,935726;3,946489;4,006519;4,036988;4,02242;4,026087;4,018823;3,967589;3,94708;3,807525;3,800024;3,787657;3,811405;3,806367;3,840793;3,850234;3,820086;3,84621;3,81578;3,83561;3,820653;3,833961
ZKSwap;0,12728353;0,12769912;0,1268928;0,12715716;0,129272;0,12984425;0,12461905;0,12532361;0,123312;0,1231638;0,1250736;0,12558782;0,12936014;0,12664281;0,1311498;0,12899325;0,13002125;0,13404573;0,13156584;0,13218885;0,12915448;0,12997532;0,12959408;0,1279818;0,12809888;0,12783408;0,13235418;0,13223394;0,13162926;0,1310928;0,12909512;0,13260969;0,13225311;0,1315333;0,13025553;0,1290813
Covalent;0,33533864;0,3353364;0,34340364;0,34789776;0,348216;0,3406761;0,3390695;0,34030248;0,33849144;0,3398017;0,3448332;0,34822878;0,36492064;0,36855966;0,37109232;0,37289175;0,37371024;0,3772392;0,37775544;0,38055965;0,38359496;0,37321736;0,36987944;0,3588768;0,35785533;0,35268824;0,35976595;0,3589584;0,36044274;0,3632363;0,36363704;0,3652722;0,36689004;0,3635887;0,35862104;0,3534327
Bytom;0,02429075;0,02522234;0,02581916;0,02537856;0,024904;0,02632097;0,02571644;0,02598065;0,02580744;0,0235227;0,02395776;0,02351469;0,02324784;0,02247315;0,02253312;0,02245275;0,02265455;0,02282567;0,02320712;0,0237465;0,0237384;0,02365586;0,02365048;0,02313348;0,02296539;0,0228904;0,0233359;0,02349066;0,02354916;0,0235227;0,02329536;0,0238221;0,02387781;0,0238751;0,02369083;0,0237735
Aeternity;0,08797668;0,08748448;0,08732692;0,08785564;0,088088;0,09005469;0,08824614;0,08807;0,08816808;0,0886286;0,08887272;0,08939105;0,0893809;0,08909943;0,08995644;0,08954685;0,09009952;0,08998073;0,09159312;0,0919957;0,09090928;0,09119378;0,0909972;0,09077472;0,09036573;0,09103336;0,09264964;0,09308284;0,09289973;0,0934741;0,0939756;0,09405318;0,09137007;0,0903906;0,09044789;0,0892827
Haven Protocol;1,811648;1,834352;1,851401;1,897889;1,88496;1,868877;1,879414;1,886459;1,813567;1,813979;1,800827;1,913761;1,998081;2,039328;2,032382;1,992571;2,087392;2,117764;2,151291;2,241846;2,147886;2,107042;2,101288;2,06706;2,095684;2,118242;2,2015;2,188063;2,21696;2,256241;2,249238;2,304568;2,230064;2,176951;2,155954;2,122005
Velo;0,06274967;0,0624738;0,06381386;0,062959;0,06393464;0,06493709;0,06185596;0,06191321;0,06288031;0,06285759;0,0634578;0,06479046;0,06801931;0,06748995;0,06841178;0,06650152;0,06669429;0,06718855;0,06679239;0,06902316;0,0685776;0,068179;0,06807382;0,0674662;0,06700175;0,06944683;0,0698853;0,06938807;0,06958163;0,06989325;0,07027257;0,0703096;0,0705814;0,07040071;0,07024199;0,070941
WaykiChain;0,12269037;0,12196677;0,1224868;0,12266304;0,122408;0,12209761;0,12171274;0,12162467;0,12172656;0,1226352;0,12251928;0,1224173;0,12346012;0,12373452;0,1245483;0,1245027;0,12527536;0,12470395;0,12583024;0,12691185;0,1257256;0,1257542;0,12695648;0,12657444;0,127571;0,12801016;0,12884641;0,12783494;0,12837807;0,1288903;0,1288304;0,12819819;0,1295217;0,1261592;0,12497133;0,125031
xDAI Stake;9,9691;10,0198;10,1806;10,1892;9,888;10,6164;10,5075;10,2691;10,2247;10,3761;10,3057;10,2515;10,4324;10,4466;10,6841;10,9567;10,8773;10,5748;10,5655;10,6894;10,6754;10,6755;11,002;10,8993;10,982;10,8339;10,9087;10,9369;11,0623;11,0713;11,0668;10,9973;11,2212;10,7229;10,7143;10,71
BEPRO Network;0,00326583;0,00328905;0,00345474;0,00348321;0,00356916;0,00331168;0,00327761;0,00325824;0,003303;0,00331852;0,0033815;0,00336827;0,0035453;0,00348522;0,00378858;0,00404688;0,00418914;0,0042135;0,00419881;0,00432681;0,00407626;0,0040871;0,00403927;0,003877;0,00369139;0,00365438;0,00377027;0,00368691;0,00383183;0,00388186;0,00373264;0,00369154;0,00351559;0,00361849;0,00346996;0,00350044
Crust Network;5,5793;5,4586;5,3608;5,4747;5,4314;5,7786;5,2115;5,1595;4,966479;5,2294;5,1468;4,760184;4,926517;4,860017;5,0102;4,766058;4,503407;4,568747;4,659072;4,932852;4,920003;4,903007;4,815818;4,847652;4,837338;4,615937;4,559307;4,5571;4,54244;4,564813;4,645042;4,543404;4,57335;4,605956;4,499937;4,488613
Nimiq;0,00254817;0,00254657;0,00258174;0,0025687;0,00254118;0,00254592;0,0026591;0,0026591;0,00266671;0,00267093;0,00269305;0,00270569;0,00276658;0,00277618;0,00281321;0,00280466;0,00281477;0,00282515;0,002816;0,00283243;0,00283815;0,00283448;0,00284826;0,00281824;0,00281938;0,0028171;0,00286677;0,00288706;0,00286913;0,00287091;0,00286842;0,00290321;0,00291151;0,00290924;0,00290464;0,00291261
Clearpool;0,25194568;0,24754933;0,25299252;0,25043704;0,249216;0,25211792;0,2589258;0,25566721;0,25789824;0,253728;0,25789824;0,26526684;0,27659646;0,27602316;0,28131192;0,28466565;0,28369888;0,28433964;0,28669176;0,28574955;0,28301448;0,2840462;0,2804648;0,27874524;0,28746333;0,27265988;0,27284086;0,27634518;0,27107895;0,2711718;0,27036736;0,26980734;0,27005715;0,2797175;0,27900576;0,27832605
Nest Protocol;0,01386938;0,0142884;0,01524476;0,0158616;0,015928;0,01619752;0,01602874;0,0149719;0,01506168;0,014977;0,0149736;0,01479576;0,0149702;0,01507023;0,01566756;0,01540875;0,0158688;0,01489566;0,01438312;0,0144238;0,01433096;0,01424628;0,01433096;0,0140736;0,01416478;0,01443856;0,01470769;0,0145167;0,01458974;0,014977;0,01491256;0,0149991;0,01445004;0,0142722;0,01426734;0,014088
Cardstack;0,00388652;0,00403028;0,00407114;0,0041152;0,0040832;0,00406699;0,00404241;0,00405122;0,00403406;0,00401736;0,00400673;0,00410406;0,00430613;0,00436244;0,00447142;0,00444703;0,00446921;0,00446819;0,00445612;0,00445027;0,0045103;0,00451132;0,00454546;0,004398;0,0044083;0,0044108;0,00457031;0,00458376;0,0045956;0,00463406;0,0046326;0,0046409;0,00463459;0,00461644;0,00455322;0,00450816
mStable Governance Token: Meta;0,587549;0,5847;0,594722;0,609986;0,603504;0,605118;0,615962;0,613584;0,614534;0,613176;0,624928;0,628908;0,641957;0,649518;0,663319;0,662136;0,660318;0,674447;0,653858;0,682756;0,644542;0,586648;0,561457;0,543505;0,54281;0,543559;0,547531;0,551371;0,549488;0,55133;0,557147;0,564584;0,563904;0,567276;0,568668;0,572325
O3 Swap;0,31719303;0,31598477;0,31529336;0,32489844;0,32472;0,32359828;0,32110322;0,3196941;0,32994768;0,3319608;0,33417552;0,33581091;0,34396236;0,33974115;0,3419577;0,3386403;0,3413168;0,34344261;0,33628264;0,3408942;0,34306384;0,3381293;0,33919536;0,3329286;0,33330612;0,34229952;0,34840492;0,34919262;0,35104065;0,3468497;0,34704792;0,34436169;0,35217567;0,3392731;0,33827687;0,33837615
FireStarter;0,42465038;0,41881431;0,4110798;0,42729388;0,422048;0,41418115;0,41709952;0,41260795;0,40833888;0,408784;0,4103596;0,4209746;0,43642536;0,4371248;0,44696556;0,4462374;0,456228;0,4446663;0,44631792;0,45091965;0,45261216;0,4375015;0,45885448;0,45800772;0,45728403;0,47523992;0,47663484;0,47482806;0,47458587;0,4761805;0,47314288;0,47617731;0,47323881;0,4794402;0,46483346;0,46411155
BABB;0,00030439;0,00029667;0,00030507;0,0003086;0,00030589;0,0003045;0,00029988;0,00029944;0,00029225;0,00029073;0,00029949;0,00029636;0,00030522;0,00030405;0,00031467;0,00031152;0,00030941;0,00031286;0,00031184;0,00031486;0,00030781;0,00030524;0,00030948;0,00031094;0,00030057;0,0003011;0,000309;0,00031426;0,00031282;0,00031214;0,00030972;0,00031145;0,00031305;0,00030976;0,00030965;0,00030958
Darwinia Network Native Token;0,02264861;0,02294788;0,02328219;0,02357471;0,02322848;0,02328129;0,02272558;0,02268331;0,02284002;0,02289102;0,02296158;0,02332182;0,02378501;0,02375985;0,02371171;0,0237779;0,02383141;0,02440244;0,024326;0,02495054;0,02529898;0,02508137;0,0252137;0,02509323;0,02493197;0,02507555;0,02519418;0,02467751;0,02534748;0,02548733;0,02538047;0,02555317;0,02520563;0,02501159;0,02497313;0,02518406
Seascape Crowns;3,586604;3,84993;3,847319;3,876399;3,80512;3,768564;3,823119;3,830164;3,808579;3,791824;3,76542;3,783487;3,849983;3,858331;3,889604;3,94464;3,954858;3,946909;3,988448;4,014038;4,028494;4,032928;4,065421;4,019772;4,019383;4,039275;4,087329;4,070835;4,035869;4,02617;4,027274;4,054168;4,070682;4,06141;3,991332;3,989545
Lambda;0,00411223;0,00417539;0,00424033;0,00425355;0,00423192;0,00419023;0,00417892;0,00414722;0,00416266;0,00416272;0,00419437;0,00415602;0,00422864;0,00420292;0,00426897;0,00425546;0,00427312;0,00439202;0,00431229;0,00438167;0,00437842;0,00432665;0,00435028;0,0043505;0,00432207;0,00434918;0,00440702;0,00436117;0,00436374;0,00433452;0,00432729;0,00434974;0,0043588;0,0043539;0,00434978;0,00436816
Cashaa;0,01165073;0,01133242;0,0114556;0,01140273;0,01144;0,01148791;0,01142268;0,0111937;0,01107166;0,01129442;0,01131571;0,01151956;0,01157989;0,01172129;0,01206754;0,01231959;0,01265834;0,01271716;0,01282127;0,01281431;0,0126429;0,01261939;0,01266048;0,01267504;0,01268672;0,01261613;0,01253974;0,01255475;0,01243361;0,01273045;0,01283892;0,01302275;0,0129786;0,01278331;0,01281419;0,01276725
RioDeFi;0,03254092;0,03296454;0,03290225;0,0329038;0,03303432;0,03287832;0,03336708;0,03337765;0,03357522;0,03476955;0,03590934;0,03608756;0,03540981;0,03569441;0,03744459;0,03744238;0,03740205;0,0380845;0,03851852;0,03843679;0,03828301;0,03904536;0,03920968;0,03940256;0,03954799;0,0396629;0,03977054;0,03993412;0,0401877;0,0401366;0,04029568;0,04038816;0,04055175;0,04049869;0,04061965;0,04048627
Polytrade;0,32885259;0,33820865;0,3300094;0,3330558;0,337392;0,33046462;0,33651547;0,3311432;0,328098;0,328613;0,32871456;0,32806075;0,33084142;0,33004685;0,330075;0,32798625;0,329681;0,3331314;0,3317824;0,330692;0,32741408;0,325378;0,32820536;0,32035032;0,32459511;0,3239872;0,3275832;0,31954336;0,3181618;0,320684;0,32101712;0,32309826;0,32556645;0,324208;0,32356918;0,31882905
Dapp Token;0,00203942;0,00206212;0,00206377;0,00206201;0,0020988;0,00205805;0,00205758;0,00206013;0,00209252;0,00206198;0,00209622;0,00211016;0,00213457;0,00212481;0,00216529;0,00215361;0,00218284;0,00221231;0,00221553;0,00220112;0,00227009;0,00223174;0,00221216;0,00217613;0,00221911;0,0022282;0,00230303;0,00230068;0,00234666;0,00233113;0,00233836;0,00236015;0,00234901;0,00241394;0,00229792;0,00226561
Edgeware;0,00423237;0,00414317;0,00415838;0,0042606;0,00428736;0,00426946;0,00422824;0,00424057;0,00420494;0,00409841;0,00416266;0,00414898;0,00422512;0,00422407;0,00427513;0,00427395;0,00425284;0,00430035;0,00428758;0,00429988;0,00426412;0,00426509;0,00426588;0,00422912;0,00419096;0,00426378;0,00433569;0,00428551;0,00427312;0,00423232;0,00423905;0,00425004;0,00423545;0,00420678;0,00419477;0,00420087
Apron;0,013251;0,01374597;0,01397759;0,01398729;0,01398584;0,01407336;0,01407006;0,01403572;0,01412099;0,01407838;0,01410073;0,01422683;0,01440574;0,01441719;0,01489122;0,01480385;0,01487171;0,01490007;0,01494697;0,01482925;0,01486991;0,01478975;0,01487518;0,01485468;0,01491343;0,01507949;0,01526693;0,01560501;0,01474618;0,01480873;0,01483403;0,01479617;0,0147831;0,01501929;0,01498687;0,01482674
Centrifuge;0,503008;0,49800893;0,505192;0,48915412;0,501952;0,48698196;0,48720324;0,47073415;0,47422272;0,4658728;0,45377318;0,46007768;0,46768666;0,48013224;0,4893912;0,500212;0,500925;0,504602;0,50085;0,4988524;0,49419832;0,521484;0,511782;0,512279;0,504711;0,512305;0,49213516;0,49506346;0,4983363;0,4906289;0,49264392;0,47864775;0,500641;0,504196;0,49037376;0,4768788
Cryowar;0,31970246;0,32268721;0,3538018;0,36243756;0,367752;0,34586987;0,34770036;0,34012634;0,3377868;0,347114;0,34669222;0,35941367;0,36694602;0,35022862;0,36642726;0,36602385;0,39151856;0,34365786;0,33831216;0,337728;0,34710816;0,3478027;0,35115248;0,3492012;0,33066642;0,3297098;0,34999018;0,34470564;0,35727285;0,3579503;0,3459008;0,35424345;0,35746227;0,3544263;0,34999018;0,35035095
DeFiChain;3,131653;3,164257;3,161746;3,162627;3,15216;3,14003;3,123843;3,130889;3,103939;3,108168;3,130533;3,139696;3,205384;3,181493;3,2585;3,224391;3,248696;3,287622;3,231349;3,247994;3,270624;3,256418;3,297;3,241326;3,207235;3,201134;3,212794;3,195434;3,201104;3,222698;3,197818;3,202749;3,193987;3,167195;3,15819;3,175963
zkTube Protocol;9,0513;8,9195;9,7487;9,8879;9,856;9,7775;9,6833;9,6868;9,8086;9,8575;9,9332;9,9968;10,2502;10,3165;10,7464;10,794;11,0376;11,0157;10,9471;11,1952;11,0252;10,9098;11,1254;11,0126;10,9935;11,0261;11,0959;10,9975;11,1006;11,1173;11,1632;11,169;11,2173;11,3006;11,332;11,4174
Proof Of Liquidity;0,07021263;0,0706931;0,07121858;0,07224139;0,072072;0,07230784;0,07169779;0,07224382;0,07103652;0,06991616;0,0692768;0,06987474;0,0685459;0,06953457;0,06878763;0,06975321;0,07227418;0,07215203;0,0723215;0,07212779;0,0721999;0,07267362;0,07271863;0,07229432;0,07236298;0,07277386;0,07389995;0,07407916;0,0738276;0,07418901;0,07388335;0,07413967;0,07476133;0,07411853;0,07396999;0,07323999
SolRazr;0,581454;0,574117;0,588025;0,58505;0,58212;0,583815;0,584785;0,586898;0,595068;0,600842;0,592955;0,588396;0,603475;0,605717;0,609274;0,612124;0,617314;0,612151;0,61265;0,614507;0,614297;0,611535;0,614473;0,605429;0,606515;0,595679;0,60823;0,609525;0,641597;0,64313;0,644152;0,644079;0,646023;0,643482;0,645729;0,642765
BOSAGORA;0,10606666;0,11021986;0,1112515;0,1119124;0,1094896;0,10938608;0,1089602;0,10812354;0,10896377;0,10738509;0,10844589;0,1123509;0,11194187;0,11278877;0,11367783;0,11321469;0,11466552;0,11737153;0,11682976;0,11789698;0,11612474;0,11455064;0,11494661;0,11688125;0,11662195;0,11557891;0,11523532;0,11493707;0,11597083;0,11615104;0,11756215;0,11798998;0,11797048;0,11630962;0,1176351;0,11778448
CBC.network;0,04178539;0,04218392;0,04281486;0,04333653;0,04312704;0,04269367;0,04269193;0,04266903;0,04280688;0,04338837;0,04356769;0,04385886;0,04389351;0,04488285;0,04552218;0,04531757;0,04531703;0,04546627;0,04568273;0,04520982;0,04515307;0,04477993;0,0460226;0,04688356;0,04660742;0,04625181;0,04743528;0,04973597;0,04865538;0,04745066;0,0458848;0,04679366;0,04973545;0,04387644;0,04357351;0,04330475
Cirus Foundation;0,14381007;0,14095408;0,14294826;0,14682554;0,143484;0,1411473;0,14070944;0,14178389;0,13907832;0,1387575;0,14154456;0,13563661;0,1423666;0,14206556;0,14369265;0,14183974;0,14331427;0,14144707;0,14193404;0,14072;0,13750688;0,13680826;0,13872897;0,13321542;0,13480068;0,13486848;0,13844793;0,13892042;0,14082925;0,13971779;0,13731026;0,13787702;0,13873801;0,1421053;0,14218021;0,1401668
Illuvium;528,45;532,816;537,532;544,405;543,664;541,473;538,372;541,807;536,495;539,877;541,252;545,153;560,15;560,595;580,228;581,57;585,118;593,094;587,061;594,102;596,186;595,178;597,944;586,429;583,198;580,712;591,654;594,657;597,125;604,718;597,473;602,523;599,765;599,961;592,447;591,96
Tribe;0,585694;0,586706;0,587849;0,58776;0,58828;0,588657;0,587955;0,591038;0,596302;0,596613;0,598239;0,600461;0,597839;0,596728;0,598448;0,5983;0,602838;0,605081;0,601356;0,601226;0,601988;0,602829;0,608318;0,606748;0,609419;0,602722;0,607771;0,607326;0,609693;0,608771;0,604709;0,607728;0,612541;0,616612;0,612351;0,607633
