;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
AIOZ Network;0,17979195;0,18029628;0,17879435;0,18329877;0,1765278;0,1761513;0,171304;0,16948799;0,168515888;0,167543785;0,166571683;0,16559958;0,164627478;0,163655375;0,162683273;0,16171117;0,160739068;0,159766965;0,158794863;0,15782276;0,15599628;0,15541776;0,15647464;0,15819168;0,1583652;0,16217743;0,16244632;0,16256576;0,16433024;0,168473;0,1665304;0,16689576;0,1664176;0,1629136;0,16742914;0,17063934;0,16892741;0,17119875;0,17036882;0,17358445;0,17100954;0,16919562;0,17678089;0,17739351;0,1698945;0,17109644;0,17040213;0,17138738;0,17090892;0,17235771;0,16992648;0,17147178;0,17149825;0,1729898;0,1719823
Boson Protocol;0,870788;0,870426;0,8743;0,873663;0,81194;0,809859;0,810548;0,785816;0,7796535;0,773491;0,7673285;0,761166;0,7550035;0,748841;0,7426785;0,736516;0,7303535;0,724191;0,7180285;0,711866;0,708811;0,713382;0,708697;0,707635;0,706122;0,712463;0,717922;0,717275;0,712393;0,717252;0,714841;0,695251;0,740735;0,733642;0,74409;0,784817;0,774111;0,784373;0,770167;0,78073;0,7786;0,770524;0,770253;0,771133;0,7921;0,809904;0,795388;0,802861;0,805333;0,819566;0,802431;0,81115;0,80965;0,807345;0,800297
Aleph.im;0,47130213;0,4727323;0,47300155;0,47224039;0,470212;0,47513557;0,47593757;0,47114077;0,468004133;0,464867495;0,461730858;0,45859422;0,455457583;0,452320945;0,449184308;0,44604767;0,442911033;0,439774395;0,436637758;0,43350112;0,42902216;0,42830544;0,43410223;0,4317849;0,43578998;0,43812822;0,43958897;0,44227726;0,44036166;0,44911178;0,44513487;0,45987763;0,47726178;0,4796141;0,47607958;0,4766916;0,47617088;0,48105961;0,48018083;0,47911104;0,48670327;0,48438948;0,48260473;0,48629895;0,48295314;0,4846409;0,48756076;0,48879645;0,48557844;0,49400529;0,49632693;0,4930704;0,4944495;0,4974179;0,4908054
ThunderCore;0,00813657;0,00810502;0,00811788;0,00818245;0,00815174;0,00813443;0,00796127;0,00782757;0,007804476;0,007781382;0,007758288;0,007735193;0,007712099;0,007689005;0,007665911;0,007642817;0,007619723;0,007596628;0,007573534;0,00755044;0,00735599;0,00740685;0,00739395;0,00740136;0,00732561;0,00736404;0,00738062;0,00735712;0,00723815;0,00726562;0,00710943;0,00709795;0,00717897;0,00714341;0,00716554;0,00713357;0,00715176;0,0072136;0,0071317;0,00705614;0,00707923;0,00706609;0,00712984;0,00708775;0,00708843;0,00712071;0,00705698;0,00707962;0,00707975;0,00716534;0,00708561;0,00709667;0,00708711;0,00706851;0,00712345
Shiden Network;0,948;0,933;0,933;0,944;0,936;0,944;0,945;0,935;0,930166667;0,925333333;0,9205;0,915666667;0,910833333;0,906;0,901166667;0,896333333;0,8915;0,886666667;0,881833333;0,877;0,882;0,893;0,879;0,882;0,896;0,912;0,922;0,92;0,912;0,924;0,923;0,926;0,926;0,948;0,946;0,962;0,955;0,953;0,945;0,963;0,968;0,98;0,949;0,948;0,98;1,004;1,013;1,015;1,026;1,028;0,974;0,966;0,941;0,938;0,936
Karura;1,826;1,815;1,828;1,843;1,818;1,799;1,782;1,767;1,755083333;1,743166667;1,73125;1,719333333;1,707416667;1,6955;1,683583333;1,671666667;1,65975;1,647833333;1,635916667;1,624;1,602;1,61;1,619;1,613;1,619;1,617;1,612;1,606;1,588;1,635;1,619;1,67;1,73;1,657;1,701;1,798;1,802;1,806;1,831;1,768;1,771;1,775;1,762;1,786;1,801;1,784;1,782;1,775;1,771;1,809;1,79;1,765;1,769;1,713;1,739
Elastos;4,104593;4,106836;4,080096;3,968851;3,97032;4,019484;4,036831;3,983486;3,954584417;3,925682833;3,89678125;3,867879667;3,838978083;3,8100765;3,781174917;3,752273333;3,72337175;3,694470167;3,665568583;3,636667;3,641839;3,669732;3,693819;3,666947;3,726063;3,882948;3,917347;3,89688;3,866276;3,861046;3,872806;3,915665;4,028988;3,975446;3,980323;4,093487;4,151685;4,21941;4,218914;4,240632;4,272168;4,293765;4,297702;4,292621;4,367046;4,404115;4,423022;4,462189;4,462141;4,543012;4,630169;4,696517;4,612299;4,52059;4,522003
ZKSwap;0,14383356;0,14451696;0,14522123;0,15025779;0,15214599;0,1477398;0,1502406;0,14781031;0,147294458;0,146778607;0,146262755;0,145746903;0,145231052;0,1447152;0,144199348;0,143683497;0,143167645;0,142651793;0,142135942;0,14162009;0,14032662;0,14185371;0,13884493;0,14039952;0,13893552;0,13867988;0,14470232;0,1498016;0,14936698;0,1516257;0,1514718;0,15004656;0,15287404;0,1531742;0,15423668;0,16432152;0,1530704;0,1506975;0,14879528;0,14872325;0,14872325;0,14780205;0,14748019;0,14967855;0,1490802;0,14901948;0,15297969;0,1525321;0,15438654;0,1575308;0,15683466;0,1566928;0,15528387;0,15470995;0,15522962
Covalent;0,36422087;0,36181728;0,35890015;0,36318855;0,3565046;0,35746038;0,3597384;0,35418532;0,352280103;0,350374885;0,348469668;0,34656445;0,344659233;0,342754015;0,340848798;0,33894358;0,337038363;0,335133145;0,333227928;0,33132271;0,3263864;0,32682528;0,3289875;0,32760671;0,33561468;0,34187296;0,3384925;0,3394529;0,34166448;0,34198864;0,34328625;0,34258876;0,34508994;0,34119462;0,34245028;0,3546845;0,35047852;0,3497144;0,34771209;0,34766248;0,3474744;0,34646931;0,34734648;0,34594296;0,3508188;0,35444717;0,34995993;0,3508683;0,34884568;0,35253774;0,34769024;0,34815722;0,34183833;0,34316464;0,3417876
Bytom;0,02572206;0,02554416;0,02544213;0,02587336;0,02551788;0,02508954;0,0249964;0,02483012;0,024738837;0,024647553;0,02455627;0,024464987;0,024373703;0,02428242;0,024191137;0,024099853;0,02400857;0,023917287;0,023826003;0,02373472;0,02346072;0,02415276;0,02473422;0,02475048;0,02466416;0,0248276;0,02510776;0,0248192;0,0243485;0,02411824;0,02409376;0,02465304;0,02531672;0,0252339;0,02328602;0,024321;0,02406656;0,02422875;0,0239706;0,02432846;0,02441725;0,02414544;0,02450604;0,02460591;0,02446125;0,02465854;0,02444475;0,02454744;0,02442825;0,024892;0,02458056;0,02475034;0,02467793;0,02452175;0,02468347
Aeternity;0,09650147;0,09657792;0,09591071;0,09606359;0,0956156;0,09388908;0,0938676;0,09346267;0,093184271;0,092905872;0,092627473;0,092349073;0,092070674;0,091792275;0,091513876;0,091235477;0,090957078;0,090678678;0,090400279;0,09012188;0,09025374;0,09083538;0,09077985;0,09019392;0,09191392;0,09097542;0,0911836;0,09103328;0,09172744;0,09141877;0,09044018;0,09151776;0,09055596;0,09066496;0,09155036;0,09303888;0,09264903;0,09514;0,09446192;0,09305192;0,09376224;0,0923208;0,09340708;0,09487044;0,0944649;0,09542944;0,09351228;0,09436534;0,0932715;0,0948563;0,0939583;0,09373806;0,09390086;0,09282597;0,09374372
Haven Protocol;1,685932;1,653372;1,627072;1,632819;1,636128;1,634754;1,62564;1,569884;1,5597775;1,549671;1,5395645;1,529458;1,5193515;1,509245;1,4991385;1,489032;1,4789255;1,468819;1,4587125;1,448606;1,42165;1,422913;1,451601;1,433062;1,458557;1,491429;1,496706;1,493584;1,491899;1,510937;1,500545;1,498692;1,559722;1,521117;1,552992;1,645356;1,558309;1,562;1,559865;1,572471;1,570695;1,541935;1,567144;1,613153;1,56552;1,561411;1,540464;1,574238;1,574956;1,611576;1,582596;1,588295;1,589366;1,574742;1,569227
Velo;0,05143775;0,0520646;0,0507706;0,05192154;0,05192784;0,05099121;0,05020868;0,05009642;0,049856048;0,049615675;0,049375303;0,04913493;0,048894558;0,048654185;0,048413813;0,04817344;0,047933068;0,047692695;0,047452323;0,04721195;0,04756136;0,04659295;0,04690906;0,04833478;0,04931146;0,04939096;0,04905506;0,04880518;0,049655;0,05050555;0,05089541;0,0501042;0,05187626;0,05025442;0,04980729;0,05134218;0,05171444;0,05166936;0,05179425;0,0516598;0,05239498;0,05209823;0,05256634;0,05259624;0,05185162;0,05264376;0,05328422;0,05237766;0,0520375;0,0524931;0,05335763;0,05366283;0,05339787;0,05307488;0,05265955
WaykiChain;0,13359723;0,13410684;0,13298103;0,13356248;0,1324984;0,13217904;0,1313622;0,12962903;0,129372943;0,129116857;0,12886077;0,128604683;0,128348597;0,12809251;0,127836423;0,127580337;0,12732425;0,127068163;0,126812077;0,12655599;0,12728316;0,12793962;0,12568843;0,1228716;0,12500648;0,12529071;0,12571624;0,12551424;0,12563826;0,12600007;0,12516354;0,12495012;0,12667212;0,1266122;0,1292684;0,1300068;0,12963785;0,1297525;0,1291749;0,1314092;0,1305213;0,12916035;0,13238589;0,13333383;0,13262445;0,1344202;0,13271277;0,13038604;0,12978063;0,1314831;0,13109632;0,13077038;0,1309623;0,12983152;0,12983327
xDAI Stake;9,1446;9,1354;9,1438;9,1658;8,9809;8,967;9,1371;9,1093;9,019325;8,92935;8,839375;8,7494;8,659425;8,56945;8,479475;8,3895;8,299525;8,20955;8,119575;8,0296;7,8505;7,884;7,9711;7,9429;8,0807;8,2022;8,2137;8,1952;8,1373;8,242;8,2647;8,1215;8,3624;8,2301;8,1738;8,5087;8,512;8,5335;8,4978;8,4969;8,5475;8,493;8,5792;8,5;8,4185;8,4909;8,4969;8,6623;8,4388;8,5974;8,5695;8,5516;8,378;8,2917;8,222
BEPRO Network;0,00288684;0,00287494;0,00292077;0,00296809;0,00286962;0,00297222;0,00295268;0,00298617;0,002938773;0,002891375;0,002843978;0,00279658;0,002749183;0,002701785;0,002654388;0,00260699;0,002559593;0,002512195;0,002464798;0,0024174;0,00239568;0,00242506;0,00236047;0,00235642;0,0024335;0,00246546;0,00240633;0,00243602;0,0025302;0,00256429;0,00251568;0,00249221;0,00256817;0,00260281;0,00260397;0,00277941;0,00279159;0,00277911;0,00278562;0,00278915;0,00281864;0,00281436;0,00285678;0,00284256;0,00276741;0,00276825;0,00277212;0,00281002;0,00282516;0,00289013;0,00281529;0,00283339;0,002784;0,00278567;0,00276695
Crust Network;5,157;5,1513;5,2232;5,2433;5,3998;5,3403;5,4002;5,3741;5,359208333;5,344316667;5,329425;5,314533333;5,299641667;5,28475;5,269858333;5,254966667;5,240075;5,225183333;5,210291667;5,1954;5,2145;5,2372;5,3122;5,2935;5,2855;5,3025;5,3849;5,4254;5,2819;5,4456;5,4298;5,4179;5,4758;5,3761;5,5618;5,6749;5,7332;5,7096;5,669;5,7545;5,6602;5,5754;5,5589;5,5757;5,495;5,5294;5,4309;5,4534;5,5095;5,5921;5,5556;5,5678;5,5604;5,5695;5,5295
Nimiq;0,00284719;0,00287276;0,00285179;0,00285201;0,00282477;0,00272986;0,0027531;0,0027042;0,002694528;0,002684857;0,002675185;0,002665513;0,002655842;0,00264617;0,002636498;0,002626827;0,002617155;0,002607483;0,002597812;0,00258814;0,00260957;0,00261742;0,00265007;0,00271929;0,00269097;0,00271614;0,00274588;0,00270556;0,00269817;0,00270958;0,00273562;0,00272656;0,00279688;0,00270888;0,00274474;0,00282681;0,0027954;0,00277646;0,00275218;0,0027742;0,00278188;0,00264943;0,00265553;0,00265877;0,00269625;0,00269081;0,00266928;0,00267532;0,00262416;0,00254448;0,00248308;0,00252596;0,00252347;0,00250532;0,00249659
Clearpool;0,40560364;0,38946096;0,3908121;0,40409643;0,41151951;0,38080152;0,3737224;0,36729682;0,368232868;0,369168917;0,370104965;0,371041013;0,371977062;0,37291311;0,373849158;0,374785207;0,375721255;0,376657303;0,377593352;0,3785294;0,3799236;0,38005593;0,38118766;0,38429304;0,38442376;0,39883766;0,39311832;0,39409344;0,39834146;0,40096574;0,4048106;0,39631092;0,41285728;0,40870064;0,39949248;0,42000808;0,41448716;0,41774625;0,41664454;0,43302883;0,44004324;0,43861257;0,43569253;0,43722126;0,4363887;0,4348627;0,42373863;0,44034194;0,43979733;0,43698324;0,43390032;0,43824546;0,44571727;0,45021933;0,43744099
Nest Protocol;0,01181115;0,01189728;0,01189048;0,01188776;0,0117116;0,01162686;0,011799;0,01171562;0,01160784;0,01150006;0,01139228;0,0112845;0,01117672;0,01106894;0,01096116;0,01085338;0,0107456;0,01063782;0,01053004;0,01042226;0,01067988;0,01015116;0,00973581;0,00977688;0,00984792;0,00993104;0,0099344;0,00983904;0,00991648;0,00993104;0,01009812;0,01002084;0,0101798;0,01027064;0,01027064;0,01043592;0,01044182;0,01056125;0,01038726;0,01047722;0,0106548;0,0106524;0,0106548;0,01119258;0,01111875;0,0111275;0,01111125;0,01138432;0,01136768;0,0115557;0,01139968;0,01148358;0,0115817;0,01168258;0,01167341
Cardstack;0,00360459;0,00356918;0,00358463;0,00353136;0,00359173;0,00358422;0,0035834;0,00348766;0,003444441;0,003401222;0,003358003;0,003314783;0,003271564;0,003228345;0,003185126;0,003141907;0,003098688;0,003055468;0,003012249;0,00296903;0,00288007;0,00291408;0,00303477;0,00295068;0,00303422;0,00308572;0,00311407;0,00312013;0,00315202;0,00317439;0,00314459;0,00311267;0,00329294;0,0033291;0,00349733;0,00349417;0,00345996;0,00355;0,00358671;0,00360487;0,00359599;0,00359518;0,00357824;0,0035532;0,0035669;0,00366762;0,00368893;0,00376216;0,00372198;0,00377783;0,00377614;0,00376555;0,00391105;0,00378973;0,00383173
mStable Governance Token: Meta;0,664924;0,663098;0,671288;0,681798;0,668785;0,686772;0,684517;0,662393;0,65375075;0,6451085;0,63646625;0,627824;0,61918175;0,6105395;0,60189725;0,593255;0,58461275;0,5759705;0,56732825;0,558686;0,552377;0,554988;0,551871;0,559132;0,555742;0,56669;0,562003;0,557546;0,551073;0,555429;0,558408;0,561433;0,57299;0,557713;0,560547;0,576098;0,576778;0,573502;0,575117;0,576005;0,587168;0,583219;0,588944;0,58741;0,583334;0,59679;0,598496;0,600167;0,604263;0,619386;0,614603;0,621696;0,615968;0,611974;0,61673
O3 Swap;0,33963618;0,34143444;0,35181832;0,35261194;0,3411222;0,3313218;0,3257398;0,31082996;0,312347928;0,313865895;0,315383863;0,31690183;0,318419798;0,319937765;0,321455733;0,3229737;0,324491668;0,326009635;0,327527603;0,32904557;0,32888778;0,33288804;0,34654221;0,34315968;0,36339712;0,35716276;0,36215504;0,36643776;0,3829355;0,3706406;0,37008724;0,33760476;0,34814916;0,32874902;0,31183788;0,34155528;0,35174775;0,36698125;0,35103612;0,3702543;0,30552639;0,28619448;0,27844544;0,27945918;0,2773461;0,27961182;0,27724791;0,27429096;0,27315225;0,2780792;0,27590788;0,27391454;0,2708336;0,26670747;0,26590424
FireStarter;0,552499;0,571419;0,570218;0,55619;0,557525;0,552582;0,564167;0,555141;0,548597687;0,542054373;0,53551106;0,528967747;0,522424433;0,51588112;0,509337807;0,502794493;0,49625118;0,489707867;0,483164553;0,47662124;0,47761824;0,47964231;0,47810721;0,4813572;0,48370144;0,48484756;0,47882184;0,47768096;0,47351192;0,47278844;0,47540886;0,47195496;0,47278532;0,48502212;0,4865273;0,501897;0,48439426;0,48288875;0,48420612;0,48411734;0,48772347;0,49027671;0,48505977;0,49345065;0,49055925;0,48702842;0,49520619;0,49192714;0,49076406;0,49813956;0,49054248;0,49803382;0,503982;0,505416;0,503917
BABB;0,00033587;0,0003249;0,00031475;0,00031232;0,00032063;0,00031025;0,00031814;0,00031074;0,000309631;0,000308522;0,000307413;0,000306303;0,000305194;0,000304085;0,000302976;0,000301867;0,000300758;0,000299648;0,000298539;0,00029743;0,00029457;0,000288;0,00028997;0,00029243;0,00029632;0,00029394;0,00029411;0,00030031;0,00029749;0,00029483;0,00029497;0,00029406;0,00029752;0,00029918;0,00029865;0,00031067;0,00030609;0,00030219;0,00030247;0,00030189;0,00030917;0,00031238;0,00030757;0,00031535;0,00031568;0,0003105;0,0003136;0,00031307;0,00031623;0,0003192;0,00031794;0,00031864;0,00031992;0,00031905;0,00031884
Darwinia Network Native Token;0,02221196;0,02284715;0,02305354;0,02290229;0,02273536;0,02288568;0,02285423;0,02261464;0,022541137;0,022467633;0,02239413;0,022320627;0,022247123;0,02217362;0,022100117;0,022026613;0,02195311;0,021879607;0,021806103;0,0217326;0,02152959;0,02144608;0,02078113;0,02074372;0,02129812;0,02315351;0,02367758;0,02332118;0,02347815;0,02357115;0,02333817;0,02359509;0,0240022;0,0235481;0,02390669;0,0242644;0,02464977;0,02463878;0,0242032;0,02399372;0,02309073;0,02304025;0,02299039;0,02298735;0,02302115;0,02286835;0,02234783;0,02289227;0,02279486;0,0230154;0,02311107;0,02301336;0,02290237;0,02275249;0,0226883
Seascape Crowns;3,971171;3,990838;3,986808;4,030475;4,041376;3,921661;3,799278;3,806706;3,782953167;3,759200333;3,7354475;3,711694667;3,687941833;3,664189;3,640436167;3,616683333;3,5929305;3,569177667;3,545424833;3,521672;3,474463;3,478522;3,538221;3,553147;3,57098;3,654977;3,667685;3,662605;3,658473;3,658524;3,668098;3,676673;3,676236;3,671754;3,719565;3,776388;3,710386;3,735488;3,74474;3,72077;3,705207;3,70526;3,710534;3,697105;3,707436;3,697891;3,691602;3,698125;3,694496;3,688935;3,698662;3,703232;3,679417;3,672021;3,66153
Lambda;0,00454423;0,00443174;0,00447292;0,00452347;0,00450372;0,00455196;0,00443205;0,00436713;0,004352508;0,004337887;0,004323265;0,004308643;0,004294022;0,0042794;0,004264778;0,004250157;0,004235535;0,004220913;0,004206292;0,00419167;0,00418266;0,00426436;0,00426095;0,00433706;0,00439253;0,00432621;0,0042984;0,00428752;0,00424726;0,00425971;0,00419426;0,00432758;0,00441272;0,00441018;0,0044757;0,00455024;0,00458644;0,00462742;0,00464408;0,00464105;0,0046597;0,00464356;0,00467568;0,00466358;0,00465831;0,00473319;0,00467561;0,00468803;0,00465897;0,00460361;0,00459193;0,00459254;0,00465584;0,0046329;0,0047959
Cashaa;0,01276479;0,0127021;0,01272107;0,01283179;0,01275894;0,01262345;0,01279536;0,01268319;0,012626882;0,012570573;0,012514265;0,012457957;0,012401648;0,01234534;0,012289032;0,012232723;0,012176415;0,012120107;0,012063798;0,01200749;0,01165157;0,01160383;0,01159526;0,01152967;0,01160458;0,01158917;0,01160458;0,01167389;0,01158103;0,0115803;0,01160398;0,01154614;0,01191479;0,01194405;0,01196175;0,01201287;0,01203464;0,011999;0,01205632;0,01203105;0,01215535;0,01209047;0,01220863;0,01221412;0,01230179;0,01243609;0,01226682;0,01220257;0,01210753;0,01225793;0,01210325;0,01211562;0,01228551;0,01230546;0,01228827
RioDeFi;0,03563087;0,03613711;0,03572477;0,03576642;0,03519074;0,03424416;0,03466546;0,03484425;0,034672902;0,034501553;0,034330205;0,034158857;0,033987508;0,03381616;0,033644812;0,033473463;0,033302115;0,033130767;0,032959418;0,03278807;0,03305948;0,03290464;0,03299738;0,03319471;0,03331259;0,03362189;0,03332234;0,0333641;0,03345307;0,03354918;0,03360459;0,03354498;0,03492291;0,03483341;0,0346882;0,03465774;0,03466684;0,0348042;0,03495002;0,03495396;0,03521323;0,03566157;0,03592355;0,03603034;0,03617419;0,03557684;0,03525822;0,03501746;0,03508696;0,03588045;0,03480732;0,03487661;0,03481637;0,03527298;0,03551746
Polytrade;0,3613337;0,3643542;0,36502025;0,35383568;0,3521346;0,35308938;0,3544944;0,35165043;0,351569422;0,351488413;0,351407405;0,351326397;0,351245388;0,35116438;0,351083372;0,351002363;0,350921355;0,350840347;0,350759338;0,35067833;0,34893444;0,34986498;0,3525942;0,35240808;0,35922728;0,3600002;0,35949344;0,35819424;0,3634567;0,36851252;0,37460482;0,38549196;0,38276048;0,38107616;0,40976312;0,43239248;0,43262761;0,43762625;0,44638584;0,44421637;0,44323968;0,44171952;0,44679128;0,44637075;0,4443942;0,4499961;0,44702781;0,45234884;0,45001278;0,45742794;0,45625438;0,45556651;0,45810078;0,46270313;0,47290677
Dapp Token;0,00228883;0,00225725;0,00227362;0,00219224;0,00217189;0,00211731;0,00217276;0,00208958;0,002080103;0,002070625;0,002061148;0,00205167;0,002042193;0,002032715;0,002023238;0,00201376;0,002004283;0,001994805;0,001985328;0,00197585;0,00196702;0,00198998;0,00195769;0,0019862;0,00201838;0,00205714;0,00203444;0,00204758;0,00202225;0,00203444;0,00204088;0,00203219;0,00211288;0,00208875;0,00213204;0,00239849;0,00223437;0,00224893;0,00218399;0,0022211;0,00220208;0,00219306;0,00221575;0,00221009;0,00221485;0,00220823;0,00211247;0,00208662;0,00205737;0,00206403;0,00209959;0,00208316;0,00207883;0,0020806;0,00206744
Edgeware;0,00430538;0,0042734;0,00429631;0,0042726;0,00427561;0,00424337;0,00427211;0,00424987;0,004205098;0,004160325;0,004115553;0,00407078;0,004026008;0,003981235;0,003936463;0,00389169;0,003846918;0,003802145;0,003757373;0,0037126;0,00376772;0,0037603;0,00371101;0,00384822;0,00388948;0,00408414;0,00408023;0,00407035;0,00407195;0,00411429;0,00408974;0,00406775;0,00418611;0,00416404;0,00412773;0,00426988;0,00425548;0,00425556;0,00421971;0,00415224;0,00432674;0,00431067;0,00439866;0,00440241;0,00440214;0,00435931;0,00451561;0,00441943;0,00423624;0,0042525;0,00420096;0,00424584;0,0041899;0,0042008;0,00418728
Apron;0,01499929;0,01532562;0,01531162;0,01526353;0,01517002;0,01523293;0,01547854;0,01541828;0,015341033;0,015263787;0,01518654;0,015109293;0,015032047;0,0149548;0,014877553;0,014800307;0,01472306;0,014645813;0,014568567;0,01449132;0,0144511;0,01410836;0,01407307;0,01419233;0,01424754;0,01424484;0,01458228;0,01459724;0,01444176;0,01447892;0,01425341;0,01456835;0,01536619;0,01568929;0,01570168;0,01520903;0,01534328;0,01535464;0,01570429;0,01561372;0,01574513;0,01591202;0,01522393;0,01511887;0,01521401;0,01527583;0,01520552;0,01519985;0,01541564;0,01589087;0,01492289;0,01496871;0,01536446;0,01525513;0,0152387
Centrifuge;0,546963;0,545;0,546438;0,54605;0,544677;0,550484;0,536811;0,533201;0,5304785;0,527756;0,5250335;0,522311;0,5195885;0,516866;0,5141435;0,511421;0,5086985;0,505976;0,5032535;0,500531;0,4998534;0,50537;0,50521;0,507957;0,511648;0,519252;0,515729;0,519342;0,519376;0,521557;0,524216;0,535539;0,539618;0,538412;0,535401;0,533912;0,535011;0,54386;0,54653;0,536498;0,538689;0,543184;0,549965;0,554299;0,557272;0,552992;0,545073;0,55294;0,549556;0,554229;0,549945;0,560533;0,555743;0,561414;0,566027
Cryowar;0,419125;0,41972904;0,42167489;0,42105397;0,4213554;0,4213644;0,4076336;0,40689355;0,404070066;0,401246582;0,398423098;0,395599613;0,392776129;0,389952645;0,387129161;0,384305677;0,381482193;0,378658708;0,375835224;0,37301174;0,37011912;0,37489284;0,37057475;0,37090488;0,37821336;0,38074898;0,38229448;0,3815952;0,38222718;0,38890662;0,3875375;0,3910788;0,4200274;0,407284;0,39471132;0,42946464;0,43138875;0,40754;0,39569246;0,39338418;0,38073152;0,3763848;0,3773575;0,38063655;0,3705657;0,3814507;0,3813381;0,38413186;0,38206062;0,39333825;0,38269082;0,38309609;0,38353245;0,37888333;0,38201457
DeFiChain;2,427847;2,420572;2,408697;2,436117;2,440208;2,440766;2,422728;2,358322;2,34381975;2,3293175;2,31481525;2,300313;2,28581075;2,2713085;2,25680625;2,242304;2,22780175;2,2132995;2,19879725;2,184295;2,185874;2,185125;2,19275;2,180861;2,178076;2,181282;2,216226;2,211568;2,208188;2,21143;2,204756;2,207245;2,224508;2,210844;2,2135;2,260526;2,291891;2,30395;2,290524;2,278095;2,298773;2,290266;2,301437;2,296256;2,282457;2,31452;2,332474;2,31244;2,296627;2,312029;2,284389;2,301426;2,29674;2,283644;2,288345
zkTube Protocol;11,6834;11,8903;12,1484;11,8283;11,6163;11,709;12,0962;11,5775;11,55866667;11,53983333;11,521;11,50216667;11,48333333;11,4645;11,44566667;11,42683333;11,408;11,38916667;11,37033333;11,3515;10,6081;10,9212;9,9375;10,301;10,5044;10,6306;11,2213;9,1734;9,1373;9,1685;8,9023;8,8751;9,1167;9,1099;9,2507;9,5161;9,3198;9,3471;9,1834;9,3388;9,3292;9,2445;9,4029;9,0109;9,0738;9,4272;9,3868;9,6429;9,508;9,7059;9,4929;9,4924;9,4881;9,4279;9,3628
Proof Of Liquidity;0,07252875;0,07322076;0,07239204;0,07010282;0,0702259;0,07041681;0,0693082;0,0699717;0,069751082;0,069530463;0,069309845;0,069089227;0,068868608;0,06864799;0,068427372;0,068206753;0,067986135;0,067765517;0,067544898;0,06732428;0,06735328;0,06787276;0,06837872;0,0674869;0,06811922;0,06863058;0,06820794;0,06791597;0,0682909;0,0692158;0,07029709;0,07081985;0,07090452;0,07170855;0,07803916;0,0817105;0,07757918;0,075757;0,07573822;0,07511634;0,07560469;0,07512605;0,07282556;0,0740398;0,07592772;0,07679755;0,07591206;0,07683527;0,07769072;0,08126324;0,07834608;0,07785673;0,07693812;0,07688237;0,07594845
SolRazr;0,5789;0,565996;0,561738;0,563969;0,572907;0,557827;0,565828;0,549984;0,5463665;0,542749;0,5391315;0,535514;0,5318965;0,528279;0,5246615;0,521044;0,5174265;0,513809;0,5101915;0,506574;0,50852;0,531448;0,535996;0,535526;0,546515;0,554897;0,559646;0,551784;0,554969;0,553301;0,553182;0,558595;0,562279;0,570463;0,58463;0,598963;0,596511;0,605097;0,601218;0,597468;0,592762;0,603103;0,613184;0,592141;0,591606;0,582814;0,621163;0,633609;0,620033;0,61983;0,59314;0,590981;0,594052;0,586204;0,585542
BOSAGORA;0,12356213;0,12310186;0,12143153;0,12186702;0,11840471;0,11709035;0,11614586;0,1179598;0,11735804;0,11675628;0,11615452;0,11555276;0,114951;0,11434924;0,11374748;0,11314572;0,11254396;0,1119422;0,11134044;0,11073868;0,11043171;0,11054263;0,11074265;0,11246935;0,11301154;0,11324046;0,11225742;0,11174845;0,11112655;0,11214095;0,11360385;0,1128187;0,11481044;0,11270257;0,11366765;0,11759872;0,11758551;0,11847238;0,1185213;0,11941367;0,12067449;0,11947554;0,11782433;0,11705129;0,11710268;0,11919778;0,11813481;0,11818347;0,11865911;0,11803703;0,11601846;0,11625122;0,11460538;0,11393251;0,11530834
