;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
Ankr;0,07538152;0,07450648;0,0742453;0,07596803;0,07379182;0,07337161;0,07168602;0,0704276;0,069996746;0,069565892;0,069135038;0,068704183;0,068273329;0,067842475;0,067411621;0,066980767;0,066549913;0,066119058;0,065688204;0,06525735;0,06445431;0,06511006;0,06566976;0,0661125;0,06563506;0,06498316;0,06719783;0,0667991;0,06556837;0,06543548;0,06538976;0,06673438;0,06899922;0,06875348;0,06906263;0,0699327;0,07037966;0,07091372;0,06935706;0,06968342;0,06919296;0,06955025;0,06969024;0,06956277;0,0693877;0,06975714;0,06957526;0,06966204;0,06987368;0,06977865;0,07064463;0,07044054;0,0718163;0,07143318;0,07087809
Audius;0,92029;0,920395;0,912874;0,939657;0,931684;0,888187;0,887882;0,877496;0,870860667;0,864225333;0,85759;0,850954667;0,844319333;0,837684;0,831048667;0,824413333;0,817778;0,811142667;0,804507333;0,797872;0,779195;0,784785;0,794562;0,795994;0,803803;0,78402;0,808148;0,81017;0,811301;0,800871;0,796154;0,805919;0,831391;0,82058;0,823187;0,856777;0,856196;0,864045;0,866298;0,865605;0,903096;0,889576;0,875568;0,886523;0,886042;0,876749;0,905993;0,896799;0,848326;0,848011;0,846645;0,845785;0,842697;0,831064;0,81803
Siacoin;0,01012144;0,01010509;0,01009058;0,01021823;0,01020832;0,01010575;0,00972651;0,00963148;0,009569654;0,009507828;0,009446003;0,009384177;0,009322351;0,009260525;0,009198699;0,009136873;0,009075048;0,009013222;0,008951396;0,00888957;0,008755;0,00881899;0,00876123;0,00872685;0,00876554;0,00860293;0,00877342;0,00880195;0,00877729;0,00870936;0,00870741;0,00875961;0,00888056;0,0088697;0,00891417;0,0091155;0,00911035;0,0090481;0,00890263;0,00882473;0,00881784;0,00888688;0,00898656;0,00905178;0,00898597;0,00899001;0,00894133;0,00899668;0,00895406;0,00878233;0,00882281;0,00886739;0,00896145;0,00883774;0,00885753
IOST;0,02521174;0,02505714;0,02489417;0,02508667;0,02476042;0,02439892;0,0241546;0,02378154;0,023665242;0,023548943;0,023432645;0,023316347;0,023200048;0,02308375;0,022967452;0,022851153;0,022734855;0,022618557;0,022502258;0,02238596;0,02185248;0,02216997;0,02221441;0,02219617;0,02203805;0,02169357;0,02213314;0,02223978;0,02206279;0,02203947;0,02198556;0,02215613;0,02285217;0,0227939;0,02307404;0,02355251;0,02336849;0,02295258;0,02252729;0,022559;0,02260848;0,02259451;0,02272392;0,02277601;0,02270259;0,02280436;0,02274318;0,02283327;0,02280266;0,02273295;0,02305398;0,02300535;0,02348149;0,02347846;0,02344484
UMA;5,4343;5,5259;5,4093;5,4474;5,3777;5,3178;5,3821;5,3235;5,292970083;5,262440167;5,23191025;5,201380333;5,170850417;5,1403205;5,109790583;5,079260667;5,04873075;5,018200833;4,987670917;4,957141;4,896672;4,89475;4,9585;4,941849;4,908762;4,928609;4,885688;4,855151;4,835376;4,885045;4,860047;4,964349;5,1321;5,0931;5,0491;5,2707;5,2722;5,275;5,2428;5,1785;5,1877;5,3351;5,3265;5,3005;5,3094;5,3314;5,3814;5,4307;5,3706;5,3076;5,3505;5,4647;5,4321;5,3945;5,2896
Bancor Network Token;2,359336;2,357855;2,338146;2,367063;2,339698;2,322749;2,312339;2,288132;2,274297;2,260462;2,246627;2,232792;2,218957;2,205122;2,191287;2,177452;2,163617;2,149782;2,135947;2,122112;2,08369;2,093636;2,098661;2,090037;2,094679;2,090423;2,139685;2,132678;2,109737;2,119691;2,130349;2,110995;2,170115;2,16874;2,144362;2,242843;2,236016;2,23411;2,228764;2,225715;2,229768;2,220388;2,240424;2,248287;2,248909;2,261744;2,245867;2,280661;2,241181;2,232028;2,232549;2,244446;2,258178;2,231033;2,234879
0xProject;0,577193;0,575859;0,574743;0,58556;0,572994;0,561848;0,561393;0,557088;0,554856417;0,552624833;0,55039325;0,548161667;0,545930083;0,5436985;0,541466917;0,539235333;0,53700375;0,534772167;0,532540583;0,530309;0,523549;0,530627;0,528393;0,516471;0,524779;0,510322;0,519752;0,510921;0,508392;0,511919;0,50612;0,507756;0,523271;0,509698;0,504014;0,523212;0,522828;0,525517;0,515252;0,512083;0,511222;0,514214;0,516905;0,521166;0,52353;0,526049;0,522792;0,525132;0,52081;0,512451;0,518795;0,515128;0,521296;0,512161;0,506412
Ontology;0,49758624;0,49825555;0,4992824;0,49439096;0,4870802;0,48185904;0,48885966;0,4838464;0,47927392;0,47470144;0,47012896;0,46555648;0,460984;0,45641152;0,45183904;0,44726656;0,44269408;0,4381216;0,43354912;0,42897664;0,42260385;0,42546387;0,4266605;0,4224148;0,4231944;0,41453706;0,42873543;0,4245856;0,41946752;0,42580069;0,4259736;0,42592264;0,43853862;0,43454468;0,43410039;0,44892272;0,4519795;0,4497465;0,43785308;0,43688638;0,4397376;0,44762876;0,4438224;0,44717022;0,44631232;0,44834337;0,44855095;0,44591096;0,44024148;0,43626283;0,44073524;0,44274619;0,44477644;0,43898391;0,43209439
Perpetual Protocol;5,66;5,6781;5,6836;5,7865;5,716;5,5861;5,5755;5,5412;5,510041667;5,478883333;5,447725;5,416566667;5,385408333;5,35425;5,323091667;5,291933333;5,260775;5,229616667;5,198458333;5,1673;5,1042;5,1537;5,2024;5,1791;5,2723;5,322;5,2717;5,2729;5,2706;5,2888;5,2823;5,3661;5,3301;5,4058;5,5597;5,5742;5,5989;5,6096;5,6464;5,7441;5,68;5,6819;5,6851;5,6877;5,6687;5,5829;5,6915;5,5918;5,6623;5,6458;5,6623;5,6241;5,5897;5,6044;5,5459
SKALE;0,11661084;0,11574927;0,11374643;0,1164168;0,1134452;0,1110234;0,1097744;0,1082012;0,107380649;0,106560098;0,105739548;0,104918997;0,104098446;0,103277895;0,102457344;0,101636793;0,100816243;0,099995692;0,099175141;0,09835459;0,0956046;0,096239;0,0970839;0,0951372;0,09593875;0,09584146;0,0960275;0,09563177;0,09537912;0,09676079;0,09638592;0,0965413;0,10039302;0,09871095;0,10018398;0,1054324;0,10411742;0,1038492;0,10261812;0,10218578;0,1032744;0,10403844;0,10370672;0,10339812;0,1022925;0,10305042;0,1040013;0,1027257;0,10266436;0,10409019;0,10188464;0,10308516;0,10218623;0,1016652;0,1009503
WINkLink;0,00028825;0,00028942;0,00029193;0,00028859;0,00028746;0,00028123;0,00027825;0,00027749;0,000276239;0,000274988;0,000273738;0,000272487;0,000271236;0,000269985;0,000268734;0,000267483;0,000266233;0,000264982;0,000263731;0,00026248;0,00025994;0,00026057;0,00026126;0,00026142;0,00026164;0,00026314;0,00026483;0,00026376;0,00026116;0,0002627;0,00026169;0,00026527;0,00027019;0,00026597;0,00026689;0,00027384;0,00027396;0,00027311;0,00027235;0,00027184;0,00027208;0,00027093;0,00027294;0,00027413;0,00027263;0,00027364;0,00027227;0,00027385;0,00027318;0,00027627;0,00027484;0,0002748;0,0002752;0,00027459;0,00027104
Serum;2,223742;2,214119;2,196242;2,23307;2,214716;2,148784;2,110469;2,094978;2,083299;2,07162;2,059941;2,048262;2,036583;2,024904;2,013225;2,001546;1,989867;1,978188;1,966509;1,95483;1,917345;1,93375;1,951993;1,942164;1,958713;1,982438;1,990663;1,985536;1,968689;2,000846;1,997704;2,000796;2,076914;2,030878;2,049741;2,144913;2,135424;2,158643;2,11894;2,103198;2,10012;2,083432;2,106099;2,102843;2,088546;2,105503;2,084471;2,091869;2,104383;2,122693;2,099799;2,116005;2,100742;2,052032;2,05821
Ren;0,32210136;0,31947696;0,3173709;0,3204958;0,31486617;0,30806808;0,3100078;0,3099204;0,307397811;0,304875222;0,302352633;0,299830043;0,297307454;0,294784865;0,292262276;0,289739687;0,287217098;0,284694508;0,282171919;0,27964933;0,2740315;0,27813071;0,2772268;0,2721981;0,2749475;0,27599858;0,274415;0,2712078;0,27090504;0,2768327;0,27356592;0,27642697;0,28825368;0,28297384;0,2825702;0,29639595;0,2932449;0,29255296;0,29009106;0,28684818;0,287268;0,28699341;0,2912312;0,28994112;0,28775325;0,29206518;0,29484813;0,297093;0,29609254;0,30000375;0,29959784;0,29714876;0,30014421;0,29679104;0,297594
DigiByte;0,02168629;0,02161003;0,02141161;0,02165146;0,0213319;0,0207098;0,0200997;0,01972618;0,019617936;0,019509692;0,019401448;0,019293203;0,019184959;0,019076715;0,018968471;0,018860227;0,018751983;0,018643738;0,018535494;0,01842725;0,01806157;0,01840125;0,01850226;0,01836468;0,01846887;0,0186718;0,01866413;0,01852367;0,01848247;0,01871359;0,01876336;0,01864398;0,01945004;0,01912248;0,01923072;0,02000307;0,0197885;0,01976685;0,01967366;0,0195316;0,01973136;0,01977796;0,01964923;0,01978244;0,01969353;0,01980917;0,01984025;0,01978915;0,0196803;0,0197958;0,01943962;0,01953099;0,01931471;0,01912911;0,01912086
Celer Network;0,05022227;0,05092211;0,04950287;0,05115522;0,04941905;0,04935733;0,04789846;0,04678522;0,046506508;0,046227795;0,045949083;0,04567037;0,045391658;0,045112945;0,044834233;0,04455552;0,044276808;0,043998095;0,043719383;0,04344067;0,04288199;0,043295;0,04360181;0,04315039;0,04322525;0,04357639;0,04397562;0,04379702;0,04381063;0,04394589;0,04371916;0,04368272;0,04492012;0,04427385;0,04472404;0,04648048;0,04649458;0,04674989;0,04653323;0,04700013;0,04646904;0,04655099;0,04634838;0,04661435;0,04597825;0,04633709;0,04645391;0,04616875;0,04589846;0,04625836;0,0452285;0,04521326;0,04516863;0,04465243;0,04445199
Chromia;0,516219;0,513479;0,508056;0,528568;0,515398;0,511844;0,512688;0,51164;0,506466534;0,501293068;0,496119603;0,490946137;0,485772671;0,480599205;0,475425739;0,470252273;0,465078808;0,459905342;0,454731876;0,44955841;0,4445789;0,4479488;0,45189723;0,4527826;0,45839375;0,46404644;0,4559975;0,45839436;0,45750096;0,4625705;0,46226262;0,4641068;0,48204585;0,4745208;0,47532028;0,49151665;0,4781263;0,47788384;0,47740506;0,47568324;0,477744;0,47696121;0,47937721;0,47897136;0,4783731;0,48027903;0,47805042;0,47974236;0,48161663;0,48845055;0,48689102;0,4909453;0,48946046;0,48612018;0,4855059
Kava.io;3,200893;3,177637;3,174946;3,216688;3,196218;3,153239;3,154779;3,151283;3,128942667;3,106602333;3,084262;3,061921667;3,039581333;3,017241;2,994900667;2,972560333;2,95022;2,927879667;2,905539333;2,883199;2,843624;2,877546;2,854635;2,855179;2,836378;2,76092;2,842268;2,821411;2,801469;2,773336;2,794954;2,79279;2,886404;2,846803;2,838178;2,976255;2,959537;2,945729;2,894464;2,889789;2,898432;2,906657;2,93484;2,914512;2,90754;2,948901;2,971372;2,975483;2,93139;2,912925;2,98536;2,973602;2,983289;2,915294;2,931719
Nano;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332;1,967332
1inch;1,586887;1,582694;1,563427;1,590862;1,570578;1,541215;1,538064;1,519012;1,512779917;1,506547833;1,50031575;1,494083667;1,487851583;1,4816195;1,475387417;1,469155333;1,46292325;1,456691167;1,450459083;1,444227;1,420937;1,428712;1,434772;1,424504;1,431054;1,423474;1,448634;1,445718;1,430405;1,432343;1,441197;1,432746;1,480389;1,472973;1,461179;1,520602;1,5293;1,524264;1,503594;1,500382;1,506936;1,507484;1,516704;1,540312;1,500755;1,508719;1,499912;1,494073;1,481684;1,466685;1,487182;1,489472;1,521486;1,506081;1,501504
Frax Share;17,8073;17,7517;17,6038;17,7433;17,5568;17,4368;17,6184;17,8077;17,67499167;17,54228333;17,409575;17,27686667;17,14415833;17,01145;16,87874167;16,74603333;16,613325;16,48061667;16,34790833;16,2152;15,7232;15,9326;15,9767;15,7634;15,9605;15,9109;17,1977;18,0721;17,9088;18,0152;18,1698;18,5584;18,7579;18,7775;18,5943;19,0197;18,8469;18,8766;18,819;18,8971;18,8689;18,9054;19,1832;19,0855;18,9202;19,0911;19,1415;19,3342;19,2672;19,1639;19,4876;19,702;19,7193;19,1116;19,288
Gnosis;281,92;279,89;280,67;281,76;277,33;277,09;279,56;279,82;277,0491667;274,2783333;271,5075;268,7366667;265,9658333;263,195;260,4241667;257,6533333;254,8825;252,1116667;249,3408333;246,57;241,41;241,38;244,79;246,28;248,06;251,43;252,26;251,56;251,56;253,47;251,7;250,18;256,18;254,7;252,49;261,58;260,44;263,79;260,83;261,36;262,6;262,53;261,94;261,46;258,85;259,74;259,16;266,95;259,93;260,95;263,8;263,18;262,56;255,41;252,64
Fetch.ai;0,30679236;0,30052815;0,30119635;0,30427421;0,3021418;0,29443056;0,2938388;0,287983;0,286376215;0,28476943;0,283162645;0,28155586;0,279949075;0,27834229;0,276735505;0,27512872;0,273521935;0,27191515;0,270308365;0,26870158;0,2652765;0,2692375;0,26906791;0,26717697;0,27308375;0,2726295;0,2753025;0,27519615;0,27258768;0,26979498;0,26869347;0,26942994;0,2797548;0,2762136;0,27424368;0,28631265;0,28802576;0,28429828;0,28326507;0,28382966;0,288156;0,2858394;0,29078725;0,2860326;0,2848179;0,28592487;0,28542579;0,28878818;0,2868563;0,29315922;0,28570448;0,28691146;0,2895425;0,28573272;0,2876148
Golem;0,34165833;0,33979649;0,33623018;0,34112412;0,33618559;0,33339029;0,33142856;0,329871;0,328133264;0,326395528;0,324657793;0,322920057;0,321182321;0,319444585;0,317706849;0,315969113;0,314231378;0,312493642;0,310755906;0,30901817;0,3072864;0,30873566;0,30939888;0,30988022;0,31300113;0,31699711;0,31767586;0,32065531;0,30832988;0,31394672;0,30638551;0,30290291;0,30984159;0,30522779;0,31190951;0,30745752;0,30885708;0,30814214;0,30524122;0,301683;0,3031656;0,30227042;0,30601323;0,30361463;0,30416551;0,30437187;0,30317571;0,30337888;0,30258689;0,30522749;0,30474962;0,30616205;0,3068214;0,30396243;0,30454937
Oasis Network;0,31547038;0,31583015;0,31787938;0,32730675;0,31832828;0,30816424;0,31013837;0,30549796;0,303917569;0,302337178;0,300756788;0,299176397;0,297596006;0,296015615;0,294435224;0,292854833;0,291274443;0,289694052;0,288113661;0,28653327;0,28072032;0,28489369;0,2893223;0,2811985;0,28220058;0,27892118;0,28563733;0,28384301;0,27559441;0,28504966;0,29029438;0,28825139;0,30122193;0,29631185;0,29728655;0,30301515;0,3094777;0,30243347;0,29376897;0,29239693;0,2945496;0,29706676;0,29129064;0,29055405;0,28861293;0,291935;0,29414836;0,29601922;0,29174437;0,28951473;0,2945111;0,29578437;0,29736686;0,2910746;0,2877451
Dent;0,00265939;0,00268214;0,00268672;0,00270359;0,00275572;0,0025684;0,00244807;0,00239301;0,002374742;0,002356473;0,002338205;0,002319937;0,002301668;0,0022834;0,002265132;0,002246863;0,002228595;0,002210327;0,002192058;0,00217379;0,0021406;0,00215775;0,00216605;0,00216941;0,00218946;0,00218104;0,00219301;0,00218384;0,00218566;0,00220952;0,00220323;0,00221779;0,00229647;0,00226637;0,00227473;0,00238373;0,00234861;0,00234238;0,00235063;0,00235356;0,00234254;0,00233376;0,00233518;0,00233978;0,00232071;0,00233065;0,0023307;0,00232845;0,00235133;0,0023787;0,00235653;0,00235992;0,00237425;0,00234543;0,00233531
Injective Protocol;4,010083;3,992169;3,979814;4,031349;3,973204;3,953132;3,914646;3,866576;3,8453515;3,824127;3,8029025;3,781678;3,7604535;3,739229;3,7180045;3,69678;3,6755555;3,654331;3,6331065;3,611882;3,537895;3,665375;3,538151;3,532008;3,529587;3,570338;3,565975;3,544314;3,52823;3,581302;3,59764;3,605685;3,704095;3,653633;3,700872;3,796274;3,757781;3,763424;3,771837;3,751843;3,80508;3,797581;3,836616;3,827685;3,791049;3,844368;3,803603;3,841319;3,860571;3,885382;3,7993;3,800264;3,809488;3,78034;3,776058
SuperFarm;0,67657;0,682869;0,678981;0,688092;0,690635;0,683799;0,685566;0,66826;0,659771083;0,651282167;0,64279325;0,634304333;0,625815417;0,6173265;0,608837583;0,600348667;0,59185975;0,583370833;0,574881917;0,566393;0,55533;0,558099;0,562174;0,562215;0,573148;0,579216;0,579715;0,574411;0,57502;0,569543;0,562369;0,560648;0,59138;0,58536;0,580996;0,618619;0,610197;0,612;0,610915;0,604858;0,613963;0,620857;0,627568;0,626607;0,619981;0,644644;0,592363;0,591362;0,584857;0,597963;0,582809;0,583259;0,580154;0,575479;0,568102
Lisk;1,635001;1,635188;1,644558;1,633506;1,600294;1,569189;1,560964;1,539114;1,529747083;1,520380167;1,51101325;1,501646333;1,492279417;1,4829125;1,473545583;1,464178667;1,45481175;1,445444833;1,436077917;1,426711;1,406929;1,412089;1,429999;1,418969;1,432425;1,42122;1,420888;1,426057;1,41696;1,424361;1,41744;1,384349;1,405856;1,404971;1,410194;1,431445;1,41536;1,426373;1,41984;1,416929;1,421688;1,42032;1,42508;1,432989;1,421421;1,444308;1,428462;1,440828;1,403198;1,407129;1,390961;1,399394;1,395149;1,385857;1,397979
Swipe;1,339319;1,338597;1,32369;1,351204;1,344212;1,304306;1,301386;1,29352;1,284767333;1,276014667;1,267262;1,258509333;1,249756667;1,241004;1,232251333;1,223498667;1,214746;1,205993333;1,197240667;1,188488;1,171419;1,18199;1,185232;1,188199;1,175938;1,185384;1,191025;1,185869;1,18139;1,186806;1,170274;1,165581;1,216402;1,193384;1,192287;1,239465;1,246401;1,260392;1,241892;1,221613;1,215672;1,210823;1,214647;1,220524;1,220394;1,219163;1,208015;1,207805;1,209865;1,224904;1,210325;1,216013;1,234787;1,216415;1,209087
Reserve Rights Token;0,01770595;0,01764472;0,01757343;0,01761984;0,01733142;0,01728293;0,01700609;0,01657104;0,016452761;0,016334482;0,016216203;0,016097923;0,015979644;0,015861365;0,015743086;0,015624807;0,015506528;0,015388248;0,015269969;0,01515169;0,0149623;0,01500625;0,01509833;0,01501934;0,01521004;0,01525839;0,0153005;0,01521777;0,01515262;0,01524581;0,01529063;0,01538461;0,01590884;0,01585572;0,0161127;0,01695587;0,01675432;0,01674014;0,0166565;0,01652196;0,01653456;0,01637807;0,0164883;0,01659531;0,01653581;0,01652544;0,01654243;0,01652505;0,01654903;0,01671132;0,01648315;0,01652211;0,01656183;0,01648046;0,01637658
Cartesi;0,43809984;0,43745;0,43120476;0,4385732;0,4335914;0,42153924;0,4233656;0,4148004;0,412281413;0,409762427;0,40724344;0,404724453;0,402205467;0,39968648;0,397167493;0,394648507;0,39212952;0,389610533;0,387091547;0,38457256;0,37567705;0,37786931;0,37697581;0,37187376;0,3732825;0,37627304;0,3747025;0,37370624;0,37088928;0,3754671;0,37633032;0,37775105;0,39378144;0,39156819;0,39258656;0,41005845;0,40992364;0,41087004;0,41499975;0,41566796;0,4210008;0,4189944;0,42335072;0,42398559;0,42224565;0,42403735;0,4257831;0,42371016;0,42300846;0,4257831;0,42223346;0,42320108;0,42237569;0,41441946;0,4104837
Ocean Protocol;0,562146;0,560834;0,555268;0,561108;0,548435;0,536846;0,535788;0,527809;0,523762308;0,519715617;0,515668925;0,511622233;0,507575542;0,50352885;0,499482158;0,495435467;0,491388775;0,487342083;0,483295392;0,4792487;0,47250735;0,47410831;0,48146224;0,47457504;0,4748125;0,47645884;0,47632125;0,47484448;0,4729104;0,47591054;0,47333637;0,47376093;0,4931121;0,48461322;0,48701284;0,509472;0,504664;0,508772;0,506167;0,50791;0,512554;0,50954;0,513117;0,510652;0,506481;0,512048;0,511473;0,515318;0,512549;0,517695;0,511503;0,513378;0,515653;0,516441;0,509563
Reef Finance;0,01072505;0,01038506;0,01026428;0,01046178;0,01045304;0,01027185;0,01042682;0,00933432;0,009268793;0,009203267;0,00913774;0,009072213;0,009006687;0,00894116;0,008875633;0,008810107;0,00874458;0,008679053;0,008613527;0,008548;0,00842231;0,00851278;0,00853613;0,00849188;0,00859988;0,00869755;0,00865312;0,00859711;0,00851947;0,00863051;0,00861981;0,00864443;0,00890612;0,00883529;0,00884028;0,00912804;0,00912023;0,00916003;0,0091078;0,00899341;0,00902208;0,00907229;0,00913649;0,00913172;0,009064;0,00912148;0,00907567;0,00912524;0,00912967;0,00922678;0,00915537;0,00920467;0,00926536;0,00921229;0,00915057
Verge;0,00994648;0,0100876;0,01000199;0,01007722;0,00992864;0,0094501;0,0094556;0,00932558;0,00927027;0,00921496;0,00915965;0,00910434;0,00904903;0,00899372;0,00893841;0,0088831;0,00882779;0,00877248;0,00871717;0,00866186;0,00852737;0,00858277;0,00857122;0,00849091;0,00854662;0,00863548;0,00867975;0,0087921;0,0085549;0,00866599;0,00867296;0,00851158;0,00893268;0,00873791;0,00877828;0,00917434;0,00911138;0,00914228;0,00916106;0,00899341;0,00899544;0,00893914;0,00899443;0,00903401;0,00897505;0,00907698;0,00899567;0,00906299;0,00904086;0,00920012;0,00911084;0,00918686;0,00917627;0,00907852;0,00911493
Alpha Finance;0,3814128;0,37983816;0,37962106;0,388493;0,379753;0,37450728;0,37507788;0,369265;0,366125038;0,362985075;0,359845113;0,35670515;0,353565188;0,350425225;0,347285263;0,3441453;0,341005338;0,337865375;0,334725413;0,33158545;0,3248105;0,32795;0,32872431;0,32448672;0,32514336;0,3293719;0,3292625;0,3275248;0,32519232;0,33010418;0,32734005;0,32584903;0,33721077;0,33119073;0,33058056;0,34415895;0,34419786;0,34270236;0,33936771;0,33851814;0,3406368;0,33901263;0,34086481;0,342034;0,34272435;0,34741696;0,35031549;0,34579872;0,34723647;0,35324886;0,34684975;0,34575368;0,34718373;0,34352136;0,3416094
Origin Protocol;0,31641516;0,31540145;0,31160052;0,31895909;0,31145796;0,3072813;0,3053756;0,3034528;0,301812207;0,300171613;0,29853102;0,296890427;0,295249833;0,29360924;0,291968647;0,290328053;0,28868746;0,287046867;0,285406273;0,28376568;0,2794596;0,28364258;0,28301698;0,273079;0,2742375;0,27475734;0,27663375;0,27608245;0,2754216;0,27972826;0,27888132;0,28023548;0,29232606;0,28267629;0,2830131;0,2982534;0,29563332;0,29619212;0,292941;0,29004426;0,2933064;0,29010036;0,29336216;0,29233953;0,2903328;0,29268811;0,29324811;0,29101168;0,29245133;0,29395923;0,289445;0,28833578;0,28793888;0,28377076;0,2829816
Keep Network;0,44866;0,4294;0,42441;0,42252;0,41557;0,41704;0,41401;0,41369;0,411071667;0,408453333;0,405835;0,403216667;0,400598333;0,39798;0,395361667;0,392743333;0,390125;0,387506667;0,384888333;0,38227;0,37454;0,37454;0,373;0,36647;0,36895;0,37289;0,37125;0,3679;0,36962;0,37187;0,37132;0,36824;0,38;0,37977;0,381;0,39529;0,39373;0,39562;0,39933;0,39718;0,40569;0,39876;0,39714;0,40252;0,40488;0,40847;0,4039;0,39943;0,40144;0,40413;0,40179;0,40115;0,40136;0,39407;0,39938
Hive;1,001996;1,00351;1,009117;1,018414;1,01856;0,962319;0,951852;0,933345;0,93092325;0,9285015;0,92607975;0,923658;0,92123625;0,9188145;0,91639275;0,913971;0,91154925;0,9091275;0,90670575;0,904284;0,887932;0,880937;0,885682;0,919052;0,933955;0,916803;0,976168;0,994476;0,988382;1,048521;0,951037;0,879887;0,837162;0,871391;0,876504;0,857318;0,850928;0,860556;0,859647;0,842289;0,834882;0,831607;0,836385;0,850512;0,8478;0,841367;0,846022;0,843174;0,847375;0,844418;0,834494;0,84603;0,849969;0,858464;0,846318
VeThor Token;0,00328225;0,00328612;0,00322966;0,00327226;0,00323992;0,00317859;0,00314691;0,00315514;0,00313912;0,0031231;0,00310708;0,00309106;0,00307504;0,00305902;0,003043;0,00302698;0,00301096;0,00299494;0,00297892;0,0029629;0,00285763;0,0028828;0,00291702;0,00289255;0,0029536;0,00297366;0,00297579;0,00295614;0,00293311;0,00295426;0,00294385;0,00295204;0,00302684;0,00299231;0,00304361;0,00311237;0,00312264;0,00311459;0,00305621;0,00304427;0,00306804;0,00305901;0,00309433;0,00309696;0,00307144;0,00307994;0,00304004;0,00303908;0,00303286;0,00305159;0,00311052;0,00312549;0,00313686;0,00315876;0,00317731
Trust Wallet Token;0,522868;0,52459;0,529039;0,532878;0,516534;0,509396;0,515398;0,514436;0,511007428;0,507578855;0,504150283;0,50072171;0,497293138;0,493864565;0,490435993;0,48700742;0,483578848;0,480150275;0,476721703;0,47329313;0,4648905;0,47145;0,47128556;0,47025912;0,47294875;0,47734544;0,48200125;0,47638625;0,47441592;0,4802218;0,47785446;0,48474361;0,49169562;0,48797736;0,48506408;0,509649;0,502807;0,49590212;0,49249596;0,48829;0,4900872;0,49409382;0,503706;0,49007511;0,4833543;0,4876652;0,48720609;0,48009812;0,48181392;0,49289505;0,4929471;0,48863078;0,49346951;0,48710116;0,4871988
Civic;0,27197532;0,27398736;0,26902211;0,2730376;0,2686676;0,26601906;0,2666574;0,2627244;0,262346678;0,261968957;0,261591235;0,261213513;0,260835792;0,26045807;0,260080348;0,259702627;0,259324905;0,258947183;0,258569462;0,25819174;0,2524942;0,25485837;0,25380289;0,25402272;0,25586625;0,25214904;0,254535;0,25534303;0,2497392;0,2515532;0,24441981;0,24507319;0,24744135;0,2448131;0,2427092;0,249429;0,2459188;0,2467528;0,24651429;0,24663084;0,2482848;0,24695814;0,25163086;0,25565274;0,254397;0,25326554;0,25271427;0,254397;0,25834829;0,26275884;0,26130204;0,26652588;0,26949725;0,25041744;0,2407482
